date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:48:13	152/152	---M--	200	added ('OK')	image/png	etag:%22bdc4b46df6fc6701bff633ae78b96e87%22	https://01297935000.sandbox.beedigitalweb.com/uploads/vcS0bfb8/punto_10tram__msi___png.png	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/uploads/vcS0bfb8/punto_10tram__msi___png.png	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:14	1689605/1689605	---M--	200	added ('OK')	image/jpeg	etag:%220acf638c75e6109db7743a3eb5ffcdf7%22	https://01297935000.sandbox.beedigitalweb.com/uploads/Cs9jjHXm/117945696_m_normal_none.jpg	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/uploads/Cs9jjHXm/117945696_m_normal_none.jpg	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:14	247182/247182	---M--	200	added ('OK')	image/jpeg	etag:%221b1e2750634588579ed64a0077d5de5b%22	https://01297935000.sandbox.beedigitalweb.com/uploads/Gx4nUGNF/177881359_presentation.jpg	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/uploads/Gx4nUGNF/177881359_presentation.jpg	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:15	92684/92684	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:13%20GMT	https://01297935000.sandbox.beedigitalweb.com/?p=p9533	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/index1556.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:15	509388/509388	---M--	200	added ('OK')	image/jpeg	etag:%2267a3109afc81a274db1599305a6bfde9%22	https://01297935000.sandbox.beedigitalweb.com/uploads/Z6MQmvyB/Text--Image-006.jpg	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/uploads/Z6MQmvyB/Text--Image-006.jpg	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:15	70126/70126	---M--	200	added ('OK')	image/png	etag:%228f74e02edb7eb8dade9b21d4ee50ad4f%22	https://01297935000.sandbox.beedigitalweb.com/uploads/j3TgLttu/logo-removebg-preview1.png	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/uploads/j3TgLttu/logo-removebg-preview1.png	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:15	109238/109238	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:14%20GMT	https://01297935000.sandbox.beedigitalweb.com/piscinas	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/piscinas.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:16	86669/86669	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:14%20GMT	https://01297935000.sandbox.beedigitalweb.com/limpieza1	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/limpieza1.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:16	85535/85535	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:15%20GMT	https://01297935000.sandbox.beedigitalweb.com/conserjeria1	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/conserjeria1.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:16	102643/102643	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:15%20GMT	https://01297935000.sandbox.beedigitalweb.com/jardineria1	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/jardineria1.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:17	88669/88669	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:15%20GMT	https://01297935000.sandbox.beedigitalweb.com/facility-services	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/facility-services.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:18	82297/82297	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:15%20GMT	https://01297935000.sandbox.beedigitalweb.com/contacto	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/contacto.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:18	74192/74192	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:16%20GMT	https://01297935000.sandbox.beedigitalweb.com/gracias	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/gracias.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:19	74369/74369	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:17%20GMT	https://01297935000.sandbox.beedigitalweb.com/aviso-legal	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/aviso-legal.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:20	76916/76916	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:17%20GMT	https://01297935000.sandbox.beedigitalweb.com/politica-de-privacidad	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/politica-de-privacidad.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:20	86881/86881	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:18%20GMT	https://01297935000.sandbox.beedigitalweb.com/politica-de-cookies	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/politica-de-cookies.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:20	82321/82321	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:19%20GMT	https://01297935000.sandbox.beedigitalweb.com/?p=p6792	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/indexf348.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:21	109238/109238	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:19%20GMT	https://01297935000.sandbox.beedigitalweb.com/?p=p5146	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/index1d1e.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:23	86669/86669	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:20%20GMT	https://01297935000.sandbox.beedigitalweb.com/?p=p8933	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/index0bb1.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:23	141710/141710	---M--	200	added ('OK')	image/jpeg	etag:%22a7581fe1270243e62aa2210a5ba68828%22	https://01297935000.sandbox.beedigitalweb.com/uploads/p1gf4ScC/148159051_presentation_52.jpg	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/uploads/p1gf4ScC/148159051_presentation_52.jpg	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:23	331183/331183	---M--	200	added ('OK')	image/jpeg	etag:%2202bb00e5c34381ff0ef5fe84c234e6dd%22	https://01297935000.sandbox.beedigitalweb.com/uploads/ArsA5cND/150212654_l1.jpg	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/uploads/ArsA5cND/150212654_l1.jpg	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:24	85535/85535	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:22%20GMT	https://01297935000.sandbox.beedigitalweb.com/?p=p9890	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/indexa9a6.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:25	102643/102643	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:23%20GMT	https://01297935000.sandbox.beedigitalweb.com/?p=p8255	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/indexd62e.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:25	227736/227736	---M--	200	added ('OK')	image/jpeg	etag:%226cd9ac6374e7e3fa133c0f316dd8f421%22	https://01297935000.sandbox.beedigitalweb.com/uploads/bNmsY3Tn/186973476_presentation_172_862_975.jpg	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/uploads/bNmsY3Tn/186973476_presentation_172_862_975.jpg	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:26	74369/74369	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:24%20GMT	https://01297935000.sandbox.beedigitalweb.com/?p=p5035	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/index9a8e.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:26	76916/76916	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:24%20GMT	https://01297935000.sandbox.beedigitalweb.com/?p=p9740	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/indexd0ca.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:26	86881/86881	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Sep%202024%2014:48:25%20GMT	https://01297935000.sandbox.beedigitalweb.com/?p=p6662	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/index9e5e.html	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:26	79315/79315	---M--	200	added ('OK')	image/jpeg	etag:%2252dcab247df07c12bbaf529d2674cbe0%22	https://01297935000.sandbox.beedigitalweb.com/uploads/UtyrJH3w/kit-digital-Logo-digitalizadores.jpg	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/uploads/UtyrJH3w/kit-digital-Logo-digitalizadores.jpg	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:27	1019/1019	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e93f87-3fb%22	https://01297935000.sandbox.beedigitalweb.com/assets/js/loader-polyfills.js?1726562130301	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/js/loader-polyfills4886.js	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:27	21224/21224	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266e93f87-52e8%22	https://01297935000.sandbox.beedigitalweb.com/assets/js/loader.js?1726562130301	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/js/loader4886.js	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:27	109808/109808	---M--	200	added ('OK')	font/woff2	etag:%2266e93f87-1acf0%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-brands-400.woff2	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-brands-400.woff2	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/grids.css?1726562130301)
16:48:28	24488/24488	---M--	200	added ('OK')	font/woff2	etag:%2266e93f87-5fa8%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-regular-400.woff2	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-regular-400.woff2	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/grids.css?1726562130301)
16:48:28	150020/150020	---M--	200	added ('OK')	font/woff2	etag:%2266e93f87-24a04%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-solid-900.woff2	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-solid-900.woff2	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/grids.css?1726562130301)
16:48:28	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%2266e93f87-11d8%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-v4compatibility.woff2	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-v4compatibility.woff2	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/grids.css?1726562130301)
16:48:30	189684/189684	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%2266e93f87-2e4f4%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-brands-400.ttf	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-brands-400.ttf	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/grids.css?1726562130301)
16:48:30	63348/63348	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%2266e93f87-f774%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-regular-400.ttf	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-regular-400.ttf	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/grids.css?1726562130301)
16:48:31	10172/10172	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%2266e93f87-27bc%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-v4compatibility.ttf	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-v4compatibility.ttf	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/grids.css?1726562130301)
16:48:31	394668/394668	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%2266e93f87-605ac%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-solid-900.ttf	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fa-solid-900.ttf	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/grids.css?1726562130301)
16:48:31	7566/7566	---M--	200	added ('OK')	image/svg+xml	etag:%2266e93f87-1d8e%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/img/hcaptcha-badge.svg	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/img/hcaptcha-badge.svg	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/hcaptcha.css?1726562130301)
16:48:32	20356/20356	---M--	200	added ('OK')	image/png	etag:%2266e93f87-4f84%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/img/hcaptcha-badge-tool.png	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/img/hcaptcha-badge-tool.png	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/hcaptcha.css?1726562130301)
16:48:32	49416/49416	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2266e93f87-c108%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fontello.eot?	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fontellod41d.eot	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/style.css?1726562130301)
16:48:32	49416/49416	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2266e93f87-c108%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fontello.eot	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fontello.eot	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/style.css?1726562130301)
16:48:33	30792/30792	---M--	200	added ('OK')	font/woff	etag:%2266e93f87-7848%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fontello.woff	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fontello.woff	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/style.css?1726562130301)
16:48:33	49248/49248	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%2266e93f87-c060%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fontello.ttf	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fontello.ttf	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/style.css?1726562130301)
16:48:33	83500/83500	---M--	200	added ('OK')	image/svg+xml	etag:%2266e93f87-1462c%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fontello.svg	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/fontello.svg	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/style.css?1726562130301)
16:48:34	23254/23254	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2266e93f87-5ad6%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/nationale-demibold-webfont.eot	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/nationale-demibold-webfont.eot	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/style.css?1726562130301)
16:48:34	23254/23254	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2266e93f87-5ad6%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/nationale-demibold-webfont.eot?	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/nationale-demibold-webfontd41d.eot	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/style.css?1726562130301)
16:48:34	6798472/6798472	---M--	200	added ('OK')	image/jpeg	etag:%22730336a803216b1ecca14a5895f48f13%22	https://01297935000.sandbox.beedigitalweb.com/uploads/cwM2qAMh/conserjer.jpg	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/uploads/cwM2qAMh/conserjer.jpg	(from https://01297935000.sandbox.beedigitalweb.com/)
16:48:34	26704/26704	---M--	200	added ('OK')	font/woff	etag:%2266e93f87-6850%22	https://01297935000.sandbox.beedigitalweb.com/assets/css/fonts/nationale-demibold-webfont.woff	C:/Users/LuisCALABUIGHERNANDE/OneDrive%20-%20Odigo/Escritorio/WEB/01297935000.sandbox.beedigitalweb.com/01297935000.sandbox.beedigitalweb.com/assets/css/fonts/nationale-demibold-webfont.woff	(from https://01297935000.sandbox.beedigitalweb.com/assets/css/style.css?1726562130301)
